Unnamed: 0,Area,Item,Year,hg/ha_yield,Avg_rain,pesticides_tonnes,avg_temp,country_no
3522,Brazil,Wheat,1999,19699,1761,127585.0,26.66,14
3523,Brazil,Wheat,1999,19699,1761,127585.0,18.39,14
3524,Brazil,Wheat,1999,19699,1761,127585.0,25.88,14
3525,Brazil,Wheat,1999,19699,1761,127585.0,24.01,14
3526,Brazil,Wheat,1999,19699,1761,127585.0,25.32,14
3527,Brazil,Yams,1999,92000,1761,127585.0,21.59,14
3528,Brazil,Yams,1999,92000,1761,127585.0,20.04,14
3529,Brazil,Yams,1999,92000,1761,127585.0,17.66,14
3530,Brazil,Yams,1999,92000,1761,127585.0,17.66,14
3531,Brazil,Yams,1999,92000,1761,127585.0,27.64,14
3532,Brazil,Yams,1999,92000,1761,127585.0,20.04,14
3533,Brazil,Yams,1999,92000,1761,127585.0,26.66,14
3534,Brazil,Yams,1999,92000,1761,127585.0,18.39,14
3535,Brazil,Yams,1999,92000,1761,127585.0,25.88,14
3536,Brazil,Yams,1999,92000,1761,127585.0,24.01,14
3537,Brazil,Yams,1999,92000,1761,127585.0,25.32,14
3538,Brazil,Cassava,2000,134815,1761,140423.0,21.69,14
3539,Brazil,Cassava,2000,134815,1761,140423.0,20.32,14
3540,Brazil,Cassava,2000,134815,1761,140423.0,18.01,14
3541,Brazil,Cassava,2000,134815,1761,140423.0,18.01,14
3542,Brazil,Cassava,2000,134815,1761,140423.0,27.5,14
3543,Brazil,Cassava,2000,134815,1761,140423.0,20.32,14
3544,Brazil,Cassava,2000,134815,1761,140423.0,26.82,14
3545,Brazil,Cassava,2000,134815,1761,140423.0,18.65,14
3546,Brazil,Cassava,2000,134815,1761,140423.0,25.71,14
3547,Brazil,Cassava,2000,134815,1761,140423.0,24.36,14
3548,Brazil,Cassava,2000,134815,1761,140423.0,25.35,14
3549,Brazil,Maize,2000,27182,1761,140423.0,21.69,14
3550,Brazil,Maize,2000,27182,1761,140423.0,20.32,14
3551,Brazil,Maize,2000,27182,1761,140423.0,18.01,14
3552,Brazil,Maize,2000,27182,1761,140423.0,18.01,14
3553,Brazil,Maize,2000,27182,1761,140423.0,27.5,14
3554,Brazil,Maize,2000,27182,1761,140423.0,20.32,14
3555,Brazil,Maize,2000,27182,1761,140423.0,26.82,14
3556,Brazil,Maize,2000,27182,1761,140423.0,18.65,14
3557,Brazil,Maize,2000,27182,1761,140423.0,25.71,14
3558,Brazil,Maize,2000,27182,1761,140423.0,24.36,14
3559,Brazil,Maize,2000,27182,1761,140423.0,25.35,14
3560,Brazil,Potatoes,2000,171813,1761,140423.0,21.69,14
3561,Brazil,Potatoes,2000,171813,1761,140423.0,20.32,14
3562,Brazil,Potatoes,2000,171813,1761,140423.0,18.01,14
3563,Brazil,Potatoes,2000,171813,1761,140423.0,18.01,14
3564,Brazil,Potatoes,2000,171813,1761,140423.0,27.5,14
3565,Brazil,Potatoes,2000,171813,1761,140423.0,20.32,14
3566,Brazil,Potatoes,2000,171813,1761,140423.0,26.82,14
3567,Brazil,Potatoes,2000,171813,1761,140423.0,18.65,14
3568,Brazil,Potatoes,2000,171813,1761,140423.0,25.71,14
3569,Brazil,Potatoes,2000,171813,1761,140423.0,24.36,14
3570,Brazil,Potatoes,2000,171813,1761,140423.0,25.35,14
3571,Brazil,RicePaddy,2000,30382,1761,140423.0,21.69,14
3572,Brazil,RicePaddy,2000,30382,1761,140423.0,20.32,14
3573,Brazil,RicePaddy,2000,30382,1761,140423.0,18.01,14
3574,Brazil,RicePaddy,2000,30382,1761,140423.0,18.01,14
3575,Brazil,RicePaddy,2000,30382,1761,140423.0,27.5,14
3576,Brazil,RicePaddy,2000,30382,1761,140423.0,20.32,14
3577,Brazil,RicePaddy,2000,30382,1761,140423.0,26.82,14
3578,Brazil,RicePaddy,2000,30382,1761,140423.0,18.65,14
3579,Brazil,RicePaddy,2000,30382,1761,140423.0,25.71,14
3580,Brazil,RicePaddy,2000,30382,1761,140423.0,24.36,14
3581,Brazil,RicePaddy,2000,30382,1761,140423.0,25.35,14
3582,Brazil,Sorghum,2000,15013,1761,140423.0,21.69,14
3583,Brazil,Sorghum,2000,15013,1761,140423.0,20.32,14
3584,Brazil,Sorghum,2000,15013,1761,140423.0,18.01,14
3585,Brazil,Sorghum,2000,15013,1761,140423.0,18.01,14
3586,Brazil,Sorghum,2000,15013,1761,140423.0,27.5,14
3587,Brazil,Sorghum,2000,15013,1761,140423.0,20.32,14
3588,Brazil,Sorghum,2000,15013,1761,140423.0,26.82,14
3589,Brazil,Sorghum,2000,15013,1761,140423.0,18.65,14
3590,Brazil,Sorghum,2000,15013,1761,140423.0,25.71,14
3591,Brazil,Sorghum,2000,15013,1761,140423.0,24.36,14
3592,Brazil,Sorghum,2000,15013,1761,140423.0,25.35,14
3593,Brazil,Soybeans,2000,24033,1761,140423.0,21.69,14
3594,Brazil,Soybeans,2000,24033,1761,140423.0,20.32,14
3595,Brazil,Soybeans,2000,24033,1761,140423.0,18.01,14
3596,Brazil,Soybeans,2000,24033,1761,140423.0,18.01,14
3597,Brazil,Soybeans,2000,24033,1761,140423.0,27.5,14
3598,Brazil,Soybeans,2000,24033,1761,140423.0,20.32,14
3599,Brazil,Soybeans,2000,24033,1761,140423.0,26.82,14
3600,Brazil,Soybeans,2000,24033,1761,140423.0,18.65,14
3601,Brazil,Soybeans,2000,24033,1761,140423.0,25.71,14
3602,Brazil,Soybeans,2000,24033,1761,140423.0,24.36,14
3603,Brazil,Soybeans,2000,24033,1761,140423.0,25.35,14
3604,Brazil,Sweet potatoes,2000,110351,1761,140423.0,21.69,14
3605,Brazil,Sweet potatoes,2000,110351,1761,140423.0,20.32,14
3606,Brazil,Sweet potatoes,2000,110351,1761,140423.0,18.01,14
3607,Brazil,Sweet potatoes,2000,110351,1761,140423.0,18.01,14
3608,Brazil,Sweet potatoes,2000,110351,1761,140423.0,27.5,14
3609,Brazil,Sweet potatoes,2000,110351,1761,140423.0,20.32,14
3610,Brazil,Sweet potatoes,2000,110351,1761,140423.0,26.82,14
3611,Brazil,Sweet potatoes,2000,110351,1761,140423.0,18.65,14
3612,Brazil,Sweet potatoes,2000,110351,1761,140423.0,25.71,14
3613,Brazil,Sweet potatoes,2000,110351,1761,140423.0,24.36,14
3614,Brazil,Sweet potatoes,2000,110351,1761,140423.0,25.35,14
3615,Brazil,Wheat,2000,15156,1761,140423.0,21.69,14
3616,Brazil,Wheat,2000,15156,1761,140423.0,20.32,14
3617,Brazil,Wheat,2000,15156,1761,140423.0,18.01,14
3618,Brazil,Wheat,2000,15156,1761,140423.0,18.01,14
3619,Brazil,Wheat,2000,15156,1761,140423.0,27.5,14
3620,Brazil,Wheat,2000,15156,1761,140423.0,20.32,14
3621,Brazil,Wheat,2000,15156,1761,140423.0,26.82,14
3622,Brazil,Wheat,2000,15156,1761,140423.0,18.65,14
3623,Brazil,Wheat,2000,15156,1761,140423.0,25.71,14
3624,Brazil,Wheat,2000,15156,1761,140423.0,24.36,14
3625,Brazil,Wheat,2000,15156,1761,140423.0,25.35,14
3626,Brazil,Yams,2000,91522,1761,140423.0,21.69,14
3627,Brazil,Yams,2000,91522,1761,140423.0,20.32,14
3628,Brazil,Yams,2000,91522,1761,140423.0,18.01,14
3629,Brazil,Yams,2000,91522,1761,140423.0,18.01,14
3630,Brazil,Yams,2000,91522,1761,140423.0,27.5,14
3631,Brazil,Yams,2000,91522,1761,140423.0,20.32,14
3632,Brazil,Yams,2000,91522,1761,140423.0,26.82,14
3633,Brazil,Yams,2000,91522,1761,140423.0,18.65,14
3634,Brazil,Yams,2000,91522,1761,140423.0,25.71,14
3635,Brazil,Yams,2000,91522,1761,140423.0,24.36,14
3636,Brazil,Yams,2000,91522,1761,140423.0,25.35,14
3637,Brazil,Cassava,2001,135418,1761,151523.0,22.14,14
3638,Brazil,Cassava,2001,135418,1761,151523.0,20.96,14
3639,Brazil,Cassava,2001,135418,1761,151523.0,18.67,14
3640,Brazil,Cassava,2001,135418,1761,151523.0,18.67,14
3641,Brazil,Cassava,2001,135418,1761,151523.0,27.69,14
3642,Brazil,Cassava,2001,135418,1761,151523.0,20.96,14
3643,Brazil,Cassava,2001,135418,1761,151523.0,27.08,14
3644,Brazil,Cassava,2001,135418,1761,151523.0,19.73,14
3645,Brazil,Cassava,2001,135418,1761,151523.0,26.08,14
3646,Brazil,Cassava,2001,135418,1761,151523.0,24.99,14
3647,Brazil,Cassava,2001,135418,1761,151523.0,25.59,14
3648,Brazil,Maize,2001,34019,1761,151523.0,22.14,14
3649,Brazil,Maize,2001,34019,1761,151523.0,20.96,14
3650,Brazil,Maize,2001,34019,1761,151523.0,18.67,14
3651,Brazil,Maize,2001,34019,1761,151523.0,18.67,14
3652,Brazil,Maize,2001,34019,1761,151523.0,27.69,14
3653,Brazil,Maize,2001,34019,1761,151523.0,20.96,14
3654,Brazil,Maize,2001,34019,1761,151523.0,27.08,14
3655,Brazil,Maize,2001,34019,1761,151523.0,19.73,14
3656,Brazil,Maize,2001,34019,1761,151523.0,26.08,14
3657,Brazil,Maize,2001,34019,1761,151523.0,24.99,14
3658,Brazil,Maize,2001,34019,1761,151523.0,25.59,14
3659,Brazil,Potatoes,2001,184997,1761,151523.0,22.14,14
3660,Brazil,Potatoes,2001,184997,1761,151523.0,20.96,14
3661,Brazil,Potatoes,2001,184997,1761,151523.0,18.67,14
3662,Brazil,Potatoes,2001,184997,1761,151523.0,18.67,14
3663,Brazil,Potatoes,2001,184997,1761,151523.0,27.69,14
3664,Brazil,Potatoes,2001,184997,1761,151523.0,20.96,14
3665,Brazil,Potatoes,2001,184997,1761,151523.0,27.08,14
3666,Brazil,Potatoes,2001,184997,1761,151523.0,19.73,14
3667,Brazil,Potatoes,2001,184997,1761,151523.0,26.08,14
3668,Brazil,Potatoes,2001,184997,1761,151523.0,24.99,14
3669,Brazil,Potatoes,2001,184997,1761,151523.0,25.59,14
3670,Brazil,RicePaddy,2001,32405,1761,151523.0,22.14,14
3671,Brazil,RicePaddy,2001,32405,1761,151523.0,20.96,14
3672,Brazil,RicePaddy,2001,32405,1761,151523.0,18.67,14
3673,Brazil,RicePaddy,2001,32405,1761,151523.0,18.67,14
3674,Brazil,RicePaddy,2001,32405,1761,151523.0,27.69,14
3675,Brazil,RicePaddy,2001,32405,1761,151523.0,20.96,14
3676,Brazil,RicePaddy,2001,32405,1761,151523.0,27.08,14
3677,Brazil,RicePaddy,2001,32405,1761,151523.0,19.73,14
3678,Brazil,RicePaddy,2001,32405,1761,151523.0,26.08,14
3679,Brazil,RicePaddy,2001,32405,1761,151523.0,24.99,14
3680,Brazil,RicePaddy,2001,32405,1761,151523.0,25.59,14
3681,Brazil,Sorghum,2001,18654,1761,151523.0,22.14,14
3682,Brazil,Sorghum,2001,18654,1761,151523.0,20.96,14
3683,Brazil,Sorghum,2001,18654,1761,151523.0,18.67,14
3684,Brazil,Sorghum,2001,18654,1761,151523.0,18.67,14
3685,Brazil,Sorghum,2001,18654,1761,151523.0,27.69,14
3686,Brazil,Sorghum,2001,18654,1761,151523.0,20.96,14
3687,Brazil,Sorghum,2001,18654,1761,151523.0,27.08,14
3688,Brazil,Sorghum,2001,18654,1761,151523.0,19.73,14
3689,Brazil,Sorghum,2001,18654,1761,151523.0,26.08,14
3690,Brazil,Sorghum,2001,18654,1761,151523.0,24.99,14
3691,Brazil,Sorghum,2001,18654,1761,151523.0,25.59,14
3692,Brazil,Soybeans,2001,27105,1761,151523.0,22.14,14
3693,Brazil,Soybeans,2001,27105,1761,151523.0,20.96,14
3694,Brazil,Soybeans,2001,27105,1761,151523.0,18.67,14
3695,Brazil,Soybeans,2001,27105,1761,151523.0,18.67,14
3696,Brazil,Soybeans,2001,27105,1761,151523.0,27.69,14
3697,Brazil,Soybeans,2001,27105,1761,151523.0,20.96,14
3698,Brazil,Soybeans,2001,27105,1761,151523.0,27.08,14
3699,Brazil,Soybeans,2001,27105,1761,151523.0,19.73,14
3700,Brazil,Soybeans,2001,27105,1761,151523.0,26.08,14
3701,Brazil,Soybeans,2001,27105,1761,151523.0,24.99,14
3702,Brazil,Soybeans,2001,27105,1761,151523.0,25.59,14
3703,Brazil,Sweet potatoes,2001,113496,1761,151523.0,22.14,14
3704,Brazil,Sweet potatoes,2001,113496,1761,151523.0,20.96,14
3705,Brazil,Sweet potatoes,2001,113496,1761,151523.0,18.67,14
3706,Brazil,Sweet potatoes,2001,113496,1761,151523.0,18.67,14
3707,Brazil,Sweet potatoes,2001,113496,1761,151523.0,27.69,14
3708,Brazil,Sweet potatoes,2001,113496,1761,151523.0,20.96,14
3709,Brazil,Sweet potatoes,2001,113496,1761,151523.0,27.08,14
3710,Brazil,Sweet potatoes,2001,113496,1761,151523.0,19.73,14
3711,Brazil,Sweet potatoes,2001,113496,1761,151523.0,26.08,14
3712,Brazil,Sweet potatoes,2001,113496,1761,151523.0,24.99,14
3713,Brazil,Sweet potatoes,2001,113496,1761,151523.0,25.59,14
3714,Brazil,Wheat,2001,19488,1761,151523.0,22.14,14
3715,Brazil,Wheat,2001,19488,1761,151523.0,20.96,14
3716,Brazil,Wheat,2001,19488,1761,151523.0,18.67,14
3717,Brazil,Wheat,2001,19488,1761,151523.0,18.67,14
3718,Brazil,Wheat,2001,19488,1761,151523.0,27.69,14
3719,Brazil,Wheat,2001,19488,1761,151523.0,20.96,14
3720,Brazil,Wheat,2001,19488,1761,151523.0,27.08,14
3721,Brazil,Wheat,2001,19488,1761,151523.0,19.73,14
3722,Brazil,Wheat,2001,19488,1761,151523.0,26.08,14
3723,Brazil,Wheat,2001,19488,1761,151523.0,24.99,14
3724,Brazil,Wheat,2001,19488,1761,151523.0,25.59,14
3725,Brazil,Yams,2001,90385,1761,151523.0,22.14,14
3726,Brazil,Yams,2001,90385,1761,151523.0,20.96,14
3727,Brazil,Yams,2001,90385,1761,151523.0,18.67,14
3728,Brazil,Yams,2001,90385,1761,151523.0,18.67,14
3729,Brazil,Yams,2001,90385,1761,151523.0,27.69,14
3730,Brazil,Yams,2001,90385,1761,151523.0,20.96,14
3731,Brazil,Yams,2001,90385,1761,151523.0,27.08,14
3732,Brazil,Yams,2001,90385,1761,151523.0,19.73,14
3733,Brazil,Yams,2001,90385,1761,151523.0,26.08,14
3734,Brazil,Yams,2001,90385,1761,151523.0,24.99,14
3735,Brazil,Yams,2001,90385,1761,151523.0,25.59,14
3736,Brazil,Cassava,2002,137949,1761,145552.0,22.5,14
3737,Brazil,Cassava,2002,137949,1761,145552.0,21.3,14
3738,Brazil,Cassava,2002,137949,1761,145552.0,19.09,14
3739,Brazil,Cassava,2002,137949,1761,145552.0,19.09,14
3740,Brazil,Cassava,2002,137949,1761,145552.0,27.85,14
3741,Brazil,Cassava,2002,137949,1761,145552.0,21.3,14
3742,Brazil,Cassava,2002,137949,1761,145552.0,27.27,14
3743,Brazil,Cassava,2002,137949,1761,145552.0,19.49,14
3744,Brazil,Cassava,2002,137949,1761,145552.0,26.01,14
3745,Brazil,Cassava,2002,137949,1761,145552.0,25.18,14
3746,Brazil,Cassava,2002,137949,1761,145552.0,25.56,14
3747,Brazil,Maize,2002,30559,1761,145552.0,22.5,14
3748,Brazil,Maize,2002,30559,1761,145552.0,21.3,14
3749,Brazil,Maize,2002,30559,1761,145552.0,19.09,14
3750,Brazil,Maize,2002,30559,1761,145552.0,19.09,14
3751,Brazil,Maize,2002,30559,1761,145552.0,27.85,14
3752,Brazil,Maize,2002,30559,1761,145552.0,21.3,14
3753,Brazil,Maize,2002,30559,1761,145552.0,27.27,14
3754,Brazil,Maize,2002,30559,1761,145552.0,19.49,14
3755,Brazil,Maize,2002,30559,1761,145552.0,26.01,14
3756,Brazil,Maize,2002,30559,1761,145552.0,25.18,14
3757,Brazil,Maize,2002,30559,1761,145552.0,25.56,14
3758,Brazil,Potatoes,2002,194038,1761,145552.0,22.5,14
3759,Brazil,Potatoes,2002,194038,1761,145552.0,21.3,14
3760,Brazil,Potatoes,2002,194038,1761,145552.0,19.09,14
3761,Brazil,Potatoes,2002,194038,1761,145552.0,19.09,14
3762,Brazil,Potatoes,2002,194038,1761,145552.0,27.85,14
3763,Brazil,Potatoes,2002,194038,1761,145552.0,21.3,14
3764,Brazil,Potatoes,2002,194038,1761,145552.0,27.27,14
3765,Brazil,Potatoes,2002,194038,1761,145552.0,19.49,14
3766,Brazil,Potatoes,2002,194038,1761,145552.0,26.01,14
3767,Brazil,Potatoes,2002,194038,1761,145552.0,25.18,14
3768,Brazil,Potatoes,2002,194038,1761,145552.0,25.56,14
3769,Brazil,RicePaddy,2002,33246,1761,145552.0,22.5,14
3770,Brazil,RicePaddy,2002,33246,1761,145552.0,21.3,14
3771,Brazil,RicePaddy,2002,33246,1761,145552.0,19.09,14
3772,Brazil,RicePaddy,2002,33246,1761,145552.0,19.09,14
3773,Brazil,RicePaddy,2002,33246,1761,145552.0,27.85,14
3774,Brazil,RicePaddy,2002,33246,1761,145552.0,21.3,14
3775,Brazil,RicePaddy,2002,33246,1761,145552.0,27.27,14
3776,Brazil,RicePaddy,2002,33246,1761,145552.0,19.49,14
3777,Brazil,RicePaddy,2002,33246,1761,145552.0,26.01,14
3778,Brazil,RicePaddy,2002,33246,1761,145552.0,25.18,14
3779,Brazil,RicePaddy,2002,33246,1761,145552.0,25.56,14
3780,Brazil,Sorghum,2002,18573,1761,145552.0,22.5,14
3781,Brazil,Sorghum,2002,18573,1761,145552.0,21.3,14
3782,Brazil,Sorghum,2002,18573,1761,145552.0,19.09,14
3783,Brazil,Sorghum,2002,18573,1761,145552.0,19.09,14
3784,Brazil,Sorghum,2002,18573,1761,145552.0,27.85,14
3785,Brazil,Sorghum,2002,18573,1761,145552.0,21.3,14
3786,Brazil,Sorghum,2002,18573,1761,145552.0,27.27,14
3787,Brazil,Sorghum,2002,18573,1761,145552.0,19.49,14
3788,Brazil,Sorghum,2002,18573,1761,145552.0,26.01,14
3789,Brazil,Sorghum,2002,18573,1761,145552.0,25.18,14
3790,Brazil,Sorghum,2002,18573,1761,145552.0,25.56,14
3791,Brazil,Soybeans,2002,25739,1761,145552.0,22.5,14
3792,Brazil,Soybeans,2002,25739,1761,145552.0,21.3,14
3793,Brazil,Soybeans,2002,25739,1761,145552.0,19.09,14
3794,Brazil,Soybeans,2002,25739,1761,145552.0,19.09,14
3795,Brazil,Soybeans,2002,25739,1761,145552.0,27.85,14
3796,Brazil,Soybeans,2002,25739,1761,145552.0,21.3,14
3797,Brazil,Soybeans,2002,25739,1761,145552.0,27.27,14
3798,Brazil,Soybeans,2002,25739,1761,145552.0,19.49,14
3799,Brazil,Soybeans,2002,25739,1761,145552.0,26.01,14
3800,Brazil,Soybeans,2002,25739,1761,145552.0,25.18,14
3801,Brazil,Soybeans,2002,25739,1761,145552.0,25.56,14
3802,Brazil,Sweet potatoes,2002,113463,1761,145552.0,22.5,14
3803,Brazil,Sweet potatoes,2002,113463,1761,145552.0,21.3,14
3804,Brazil,Sweet potatoes,2002,113463,1761,145552.0,19.09,14
3805,Brazil,Sweet potatoes,2002,113463,1761,145552.0,19.09,14
3806,Brazil,Sweet potatoes,2002,113463,1761,145552.0,27.85,14
3807,Brazil,Sweet potatoes,2002,113463,1761,145552.0,21.3,14
3808,Brazil,Sweet potatoes,2002,113463,1761,145552.0,27.27,14
3809,Brazil,Sweet potatoes,2002,113463,1761,145552.0,19.49,14
3810,Brazil,Sweet potatoes,2002,113463,1761,145552.0,26.01,14
3811,Brazil,Sweet potatoes,2002,113463,1761,145552.0,25.18,14
3812,Brazil,Sweet potatoes,2002,113463,1761,145552.0,25.56,14
3813,Brazil,Wheat,2002,14754,1761,145552.0,22.5,14
3814,Brazil,Wheat,2002,14754,1761,145552.0,21.3,14
3815,Brazil,Wheat,2002,14754,1761,145552.0,19.09,14
3816,Brazil,Wheat,2002,14754,1761,145552.0,19.09,14
3817,Brazil,Wheat,2002,14754,1761,145552.0,27.85,14
3818,Brazil,Wheat,2002,14754,1761,145552.0,21.3,14
3819,Brazil,Wheat,2002,14754,1761,145552.0,27.27,14
3820,Brazil,Wheat,2002,14754,1761,145552.0,19.49,14
3821,Brazil,Wheat,2002,14754,1761,145552.0,26.01,14
3822,Brazil,Wheat,2002,14754,1761,145552.0,25.18,14
3823,Brazil,Wheat,2002,14754,1761,145552.0,25.56,14
3824,Brazil,Yams,2002,92000,1761,145552.0,22.5,14
3825,Brazil,Yams,2002,92000,1761,145552.0,21.3,14
3826,Brazil,Yams,2002,92000,1761,145552.0,19.09,14
3827,Brazil,Yams,2002,92000,1761,145552.0,19.09,14
3828,Brazil,Yams,2002,92000,1761,145552.0,27.85,14
3829,Brazil,Yams,2002,92000,1761,145552.0,21.3,14
3830,Brazil,Yams,2002,92000,1761,145552.0,27.27,14
3831,Brazil,Yams,2002,92000,1761,145552.0,19.49,14
3832,Brazil,Yams,2002,92000,1761,145552.0,26.01,14
3833,Brazil,Yams,2002,92000,1761,145552.0,25.18,14
3834,Brazil,Yams,2002,92000,1761,145552.0,25.56,14
3835,Brazil,Cassava,2004,136343,1761,214725.0,21.59,14
3836,Brazil,Cassava,2004,136343,1761,214725.0,20.05,14
3837,Brazil,Cassava,2004,136343,1761,214725.0,17.88,14
3838,Brazil,Cassava,2004,136343,1761,214725.0,17.88,14
3839,Brazil,Cassava,2004,136343,1761,214725.0,27.72,14
3840,Brazil,Cassava,2004,136343,1761,214725.0,20.05,14
3841,Brazil,Cassava,2004,136343,1761,214725.0,27.24,14
3842,Brazil,Cassava,2004,136343,1761,214725.0,18.75,14
3843,Brazil,Cassava,2004,136343,1761,214725.0,25.94,14
3844,Brazil,Cassava,2004,136343,1761,214725.0,24.24,14
3845,Brazil,Cassava,2004,136343,1761,214725.0,25.37,14
3846,Brazil,Maize,2004,33671,1761,214725.0,21.59,14
3847,Brazil,Maize,2004,33671,1761,214725.0,20.05,14
3848,Brazil,Maize,2004,33671,1761,214725.0,17.88,14
3849,Brazil,Maize,2004,33671,1761,214725.0,17.88,14
3850,Brazil,Maize,2004,33671,1761,214725.0,27.72,14
3851,Brazil,Maize,2004,33671,1761,214725.0,20.05,14
3852,Brazil,Maize,2004,33671,1761,214725.0,27.24,14
3853,Brazil,Maize,2004,33671,1761,214725.0,18.75,14
3854,Brazil,Maize,2004,33671,1761,214725.0,25.94,14
3855,Brazil,Maize,2004,33671,1761,214725.0,24.24,14
3856,Brazil,Maize,2004,33671,1761,214725.0,25.37,14
3857,Brazil,Potatoes,2004,213525,1761,214725.0,21.59,14
3858,Brazil,Potatoes,2004,213525,1761,214725.0,20.05,14
3859,Brazil,Potatoes,2004,213525,1761,214725.0,17.88,14
3860,Brazil,Potatoes,2004,213525,1761,214725.0,17.88,14
3861,Brazil,Potatoes,2004,213525,1761,214725.0,27.72,14
3862,Brazil,Potatoes,2004,213525,1761,214725.0,20.05,14
3863,Brazil,Potatoes,2004,213525,1761,214725.0,27.24,14
3864,Brazil,Potatoes,2004,213525,1761,214725.0,18.75,14
3865,Brazil,Potatoes,2004,213525,1761,214725.0,25.94,14
3866,Brazil,Potatoes,2004,213525,1761,214725.0,24.24,14
3867,Brazil,Potatoes,2004,213525,1761,214725.0,25.37,14
3868,Brazil,RicePaddy,2004,35565,1761,214725.0,21.59,14
3869,Brazil,RicePaddy,2004,35565,1761,214725.0,20.05,14
3870,Brazil,RicePaddy,2004,35565,1761,214725.0,17.88,14
3871,Brazil,RicePaddy,2004,35565,1761,214725.0,17.88,14
3872,Brazil,RicePaddy,2004,35565,1761,214725.0,27.72,14
3873,Brazil,RicePaddy,2004,35565,1761,214725.0,20.05,14
3874,Brazil,RicePaddy,2004,35565,1761,214725.0,27.24,14
3875,Brazil,RicePaddy,2004,35565,1761,214725.0,18.75,14
3876,Brazil,RicePaddy,2004,35565,1761,214725.0,25.94,14
3877,Brazil,RicePaddy,2004,35565,1761,214725.0,24.24,14
3878,Brazil,RicePaddy,2004,35565,1761,214725.0,25.37,14
3879,Brazil,Sorghum,2004,23187,1761,214725.0,21.59,14
3880,Brazil,Sorghum,2004,23187,1761,214725.0,20.05,14
3881,Brazil,Sorghum,2004,23187,1761,214725.0,17.88,14
3882,Brazil,Sorghum,2004,23187,1761,214725.0,17.88,14
3883,Brazil,Sorghum,2004,23187,1761,214725.0,27.72,14
3884,Brazil,Sorghum,2004,23187,1761,214725.0,20.05,14
3885,Brazil,Sorghum,2004,23187,1761,214725.0,27.24,14
3886,Brazil,Sorghum,2004,23187,1761,214725.0,18.75,14
3887,Brazil,Sorghum,2004,23187,1761,214725.0,25.94,14
3888,Brazil,Sorghum,2004,23187,1761,214725.0,24.24,14
3889,Brazil,Sorghum,2004,23187,1761,214725.0,25.37,14
3890,Brazil,Soybeans,2004,23005,1761,214725.0,21.59,14
3891,Brazil,Soybeans,2004,23005,1761,214725.0,20.05,14
3892,Brazil,Soybeans,2004,23005,1761,214725.0,17.88,14
3893,Brazil,Soybeans,2004,23005,1761,214725.0,17.88,14
3894,Brazil,Soybeans,2004,23005,1761,214725.0,27.72,14
3895,Brazil,Soybeans,2004,23005,1761,214725.0,20.05,14
3896,Brazil,Soybeans,2004,23005,1761,214725.0,27.24,14
3897,Brazil,Soybeans,2004,23005,1761,214725.0,18.75,14
3898,Brazil,Soybeans,2004,23005,1761,214725.0,25.94,14
3899,Brazil,Soybeans,2004,23005,1761,214725.0,24.24,14
3900,Brazil,Soybeans,2004,23005,1761,214725.0,25.37,14
3901,Brazil,Sweet potatoes,2004,114957,1761,214725.0,21.59,14
3902,Brazil,Sweet potatoes,2004,114957,1761,214725.0,20.05,14
3903,Brazil,Sweet potatoes,2004,114957,1761,214725.0,17.88,14
3904,Brazil,Sweet potatoes,2004,114957,1761,214725.0,17.88,14
3905,Brazil,Sweet potatoes,2004,114957,1761,214725.0,27.72,14
3906,Brazil,Sweet potatoes,2004,114957,1761,214725.0,20.05,14
3907,Brazil,Sweet potatoes,2004,114957,1761,214725.0,27.24,14
3908,Brazil,Sweet potatoes,2004,114957,1761,214725.0,18.75,14
3909,Brazil,Sweet potatoes,2004,114957,1761,214725.0,25.94,14
3910,Brazil,Sweet potatoes,2004,114957,1761,214725.0,24.24,14
3911,Brazil,Sweet potatoes,2004,114957,1761,214725.0,25.37,14
3912,Brazil,Wheat,2004,20728,1761,214725.0,21.59,14
3913,Brazil,Wheat,2004,20728,1761,214725.0,20.05,14
3914,Brazil,Wheat,2004,20728,1761,214725.0,17.88,14
3915,Brazil,Wheat,2004,20728,1761,214725.0,17.88,14
3916,Brazil,Wheat,2004,20728,1761,214725.0,27.72,14
3917,Brazil,Wheat,2004,20728,1761,214725.0,20.05,14
3918,Brazil,Wheat,2004,20728,1761,214725.0,27.24,14
3919,Brazil,Wheat,2004,20728,1761,214725.0,18.75,14
3920,Brazil,Wheat,2004,20728,1761,214725.0,25.94,14
3921,Brazil,Wheat,2004,20728,1761,214725.0,24.24,14
3922,Brazil,Wheat,2004,20728,1761,214725.0,25.37,14
3923,Brazil,Yams,2004,92345,1761,214725.0,21.59,14
3924,Brazil,Yams,2004,92345,1761,214725.0,20.05,14
3925,Brazil,Yams,2004,92345,1761,214725.0,17.88,14
3926,Brazil,Yams,2004,92345,1761,214725.0,17.88,14
3927,Brazil,Yams,2004,92345,1761,214725.0,27.72,14
3928,Brazil,Yams,2004,92345,1761,214725.0,20.05,14
3929,Brazil,Yams,2004,92345,1761,214725.0,27.24,14
3930,Brazil,Yams,2004,92345,1761,214725.0,18.75,14
3931,Brazil,Yams,2004,92345,1761,214725.0,25.94,14
3932,Brazil,Yams,2004,92345,1761,214725.0,24.24,14
3933,Brazil,Yams,2004,92345,1761,214725.0,25.37,14
3934,Brazil,Cassava,2005,136059,1761,232232.0,22.05,14
